lost_item_id,type_of_item,discovery_time,return_time,last_announcement_time,degree_of_importance,worker_id,visitor_id
978,Soup - Campbells - Chicken Noodle,06/09/2021,27/06/2021,27/05/2021,S,978,978
979,Foie Gras,05/10/2021,03/02/2022,29/09/2021,M,979,979
980,Island Oasis - Wildberry,12/08/2021,24/05/2021,13/07/2021,S,980,980
981,"Juice - Tomato, 10 Oz",23/07/2021,15/06/2021,15/02/2022,M,981,981
982,Dc Hikiage Hira Huba,26/03/2022,03/05/2021,24/01/2022,2XL,982,982
983,Tuna - Loin,19/02/2022,16/01/2022,04/12/2021,L,983,983
984,Pork - Back Ribs,03/09/2021,14/04/2022,02/11/2021,XS,984,984
985,"Pasta - Fettuccine, Egg, Fresh",07/05/2021,30/05/2021,29/09/2021,L,985,985
986,Pepper - Scotch Bonnet,16/06/2021,09/04/2022,04/10/2021,M,986,986
987,Wine La Vielle Ferme Cote Du,03/06/2021,19/02/2022,22/09/2021,2XL,987,987
988,Plasticknivesblack,19/11/2021,07/12/2021,14/03/2022,3XL,988,988
989,Oil - Cooking Spray,19/03/2022,22/09/2021,28/12/2021,L,989,989
990,Pan Grease,15/07/2021,11/05/2021,18/11/2021,3XL,990,990
991,Cookies - Assorted,23/12/2021,05/06/2021,24/12/2021,S,991,991
992,Mousse - Mango,15/08/2021,25/01/2022,16/10/2021,S,992,992
993,"Halibut - Whole, Fresh",14/11/2021,11/08/2021,13/10/2021,3XL,993,993
994,Steam Pan Full Lid,19/05/2021,08/06/2021,28/12/2021,XS,994,994
995,"Quail - Whole, Bone - In",27/07/2021,08/06/2021,04/01/2022,L,995,995
996,Mortadella,29/12/2021,01/05/2021,19/06/2021,XL,996,996
997,Wood Chips - Regular,09/12/2021,18/03/2022,26/01/2022,S,997,997
998,Apples - Sliced / Wedge,28/04/2021,02/08/2021,16/12/2021,XL,998,998
999,Peppercorns - Green,29/12/2021,24/07/2021,12/11/2021,M,999,999
1000,Mushroom - Crimini,12/01/2022,23/01/2022,08/09/2021,3XL,1000,1000
